biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
359609;LIVRE;"Préparer le concours de magasinier principal des bibliothèques de 2e classe";"concours 2021 | interne et externe | épreuves écrites et orales, catégorie C";"Alain Patez, Clotilde Vaissaire-Agard";979-10-92272-32-1;9791092272321;2020;"Éditions KLOG";"1 vol. (260 p.)";"La 4e de couverture indique : ""Vous trouverez dans cet ouvrage une préparation complète aux concours externe et interne de magasinier principal des bibliothèques de 2e classe. Il contient notamment : une présentation du concours, des épreuves et de la fonction de magasinier ; une méthodologie pédagogique et détaillée pour chacune des épreuves écrites et orales (note et questions pour l'admissibilité, classement et entretien avec le jury pour l'admission) ; un rappel des règles utiles en arithmétique assorti d'exercices corrigés ; les corrigés pas à pas de toutes les annales des épreuves écrites de 2011 à 2019 ; tous les sujets d'annales depuis 2004 ; un chapitre consacré à la préparation (auto-évaluation, planning, conseils) ; une liste de sigles ; une bibliographie / webographie sélective.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 PAT""}]";0;11;"fonds pro";title
361434;LIVRE;"Les bibliothèques";;"Pierre Carbone";978-2-13-078754-9;9782130787549;2017;"Presses universitaires de France";"1 volume (127 pages)";"Depuis leur apparition, les bibliothèques sont des lieux de conservation et de transmission de la connaissance. Leur évolution est d'abord liée à celle des supports de l'écrit et de la communication, mais aussi aux progrès de l'éducation et de la culture et, plus généralement, à l'histoire des institutions et des sociétés. Aujourd'hui, alors que la masse des documents s'accroît considérablement, alors que les bibliothèques sont bien souvent devenues des médiathèques pour accueillir d'autres supports de culture et offrir un accès libre à une grande partie de ce qu'elles conservent, une nouvelle révolution se met en place : la bibliothèque physique est en train de se doubler d'une bibliothèque virtuelle. En invitant à comprendre la place de ces institutions qui assurent l'accès à la connaissance, à l'information et à la culture, cet ouvrage montre que les bibliothèques sont en fait la mémoire vivante de nos sociétés.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 CAR""}]";0;11;"fonds pro";title
363280;LIVRE;"Architecture et bibliothèque";"20 ans de constructions | 1992-2012";"[coordination éditoriale, Christelle Petit";978-2-910227-98-2;9782910227982;2012;"Presses de l'Enssib";"1 volume (215 pages)";"Enjeux et défis auxquels sont confrontés les bâtiments des bibliothèques depuis 1992. Architectes, programmistes, conservateurs de bibliothèques et élus éclairent divers aspects du lieu qu'est la bibliothèque : son architecture, mais aussi l'enjeu d'urbanité, ses fonctions comme lieu d'accueil, son aménagement intérieur, sa place dans un univers documentaire de plus en plus dématérialisé.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""022 ARC""}]";0;11;"fonds pro";title
363638;LIVRE;"Dictionnaire bilingue de l'édition";"français-anglais | English-French";"Philippe Schuwer";2-7654-0500-X;9782765405009;1993;"Éditions du Cercle de la librairie";"1 volume (447 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 SCH""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""070.5 SCH""}]";0;11;"fonds pro";title
365192;LIVRE;"2021-2022, Bibliothèques, inspirez la confiance !";;"[rédactrice en chef, Sabrina Granger]";978-2-492897-01-6;9782492897016;2022;"Bulletin des Bibliothèques de France";"1 vol. (95 p.)";"Inspirer la confiance ? À l'échelle internationale, des enquêtes soulignent régulièrement le fait que les bibliothèques restent perçues comme des institutions dignes de confiance. Mais considérer la confiance comme un sujet secondaire en bibliothèque revient à occulter le fait que la confiance s'apparente à un processus en permanente reconstruction, a fortiori dans le contexte actuel. Plutôt que d'esquisser une tentative de synthèse sur le thème de la confiance, ce nouveau volume de « L'année des bibliothèques » met en lumière la manière dont les professionnels s'emparent de cette notion pour la transposer dans des domaines d'activités précis.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 BIB""}]";0;11;"fonds pro";title
352712;LIVRE;"Stratégies numériques";"numérisation et exploitation du patrimoine écrit et iconographique";"Emmanuelle Chevry";978-2-7462-3194-8;9782746231948;2011;"Hermes science publications | Lavoisier";"1 vol. (268 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 CHE""}]";0;11;"fonds pro";title
352328;LIVRE;"Pour une médiathèque de l'imaginaire";"une alternative à l'utopie gestionnaire";"Bruno Dartiguenave";978-2-7654-1344-8;9782765413448;2012;"Éd. du Cercle de la librairie";"1 vol. (121 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.4 DAR""}]";0;11;"fonds pro";title
352176;LIVRE;"Les bibliothèques";;"Pierre Carbone";978-2-13-059455-0;9782130594550;2012;"Presses universitaires de France";"1 vol. (127 p.)";;;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""021 CAR""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""027 CAR""}]";0;11;"fonds pro";title
343568;LIVRE;Unimarc;"manuel de catalogage";"Marie-Renée Cazabon";2-7654-0897-1;9782765408970;2005;"Éditions du Cercle de la librairie";"1 volume (440 pages)";"Depuis 1964, année où apparaissait le premier format MARC (Machine Readable Cataloguing), à l'initiative de la Bibliothèque du Congrès et d'Henriette D. Avram, de nombreux formats nationaux de catalogage lisible en machine ont vu le jour. Face à cette ""babélisation "" des formats et pour résoudre les difficultés et les coûts de reformatage dans les échanges bibliographiques, l'IFLA a élargi sa mission de contrôle bibliographique universel à la mise au point et à la maintenance d'un format universel : UNIMARC. Depuis plusieurs années, UNIMARC est devenu non seulement un format d'échanges et de récupération de notices, mais aussi un format de saisie adopté par un grand nombre de constructeurs de logiciels de bibliothèques et aujourd'hui un format de communication, comme le sont USMARC ou UKMARC, formats nationaux pour les États-Unis et la Grande-Bretagne utilisés pour la fourniture de notices. Après la publication de la 4e version française du Manuel UNIMARC : format bibliographique de l'IFLA (1999) faisant apparaître les récents développements du format, la nouvelle édition de cet ouvrage permet de proposer aux catalogueurs et autres utilisateurs une sélection profondément remaniée et enrichie de très nombreux nouveaux exemples, jeux et exercices portant sur les documents imprimés (livres, publications en série, partitions musicales, documents cartographiques), les vidéogrammes et les ressources électroniques";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.3 CAZ""},{""library"": ""DROIT"", ""location"": ""BUR"", ""callnumber"": ""025.3 CAZ""}]";0;11;"fonds pro";title
344006;LIVRE;"Terminologie et accès à l'information";;"sous la direction de Widad Mustafa El Hadi";2-7462-1295-1;9782746212954;2006;"Lavoisier | Hermes science publ.";"1 vol. (261 p.)";"Le point sur la terminologie et son rôle au sein des sciences de l'information et de la communication. Présentation de son rôle dans l'organisation, l'appropriation et la médiation des savoirs. Description des techniques de repérage des unités terminologiques au travers des activités d'indexation et de recherche. Etude de l'organisation des connaissances et de la représentation du contenu.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 TER""}]";0;11;"fonds pro";title
344542;LIVRE;"Les bibliothèques";;"Anne-Marie Bertrand";978-2-7071-5277-0;9782707152770;2007;"La Découverte";"1 vol. (120 p.)";"Les bibliothèques sont de plus en plus présentes et visibles dans le paysage culturel et politique français, que ce soit par leur actualité (le renouveau des bibliothèques universitaires), par leur succès public (presque 7 millions de personnes inscrites dans les bibliothèques municipales) ou par les interrogations que suscite la documentation électronique. Cet ouvrage a pour ambition d'éclairer le mouvement d'expansion et de modernisation des bibliothèques, mais aussi leur fragilité et les enjeux dont elles sont porteuses. Le premier tiers du livre situe les bibliothèques dans une perspective historique. Sont ensuite abordés l'organisation administrative et fonctionnelle des bibliothèques puis les différents rôles qu'elles jouent et leurs publics. La conclusion examine l'avenir des bibliothèques face au défi numérique. [Source : 4ème de couv.]";;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""027 BER (2007)""},{""library"": ""SJA"", ""location"": ""BUR"", ""callnumber"": ""027 BER""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 BER""}]";0;11;"fonds pro";title
345526;LIVRE;"Lire à Rome";;"Catherine Salles";2-251-33813-6;9782251338132;1992;"Les Belles Lettres";"1 vol. (315 p.)";"Considérer l'écriture et le lecteur, non pas dans l'abstrait, mais dans leur dimension sociale à l'aide de la relation triangulaire entre écrivain, livre et public, c'est le propos de cet ouvrage qui étudie la situation de l'auteur dans la société romaine du Ier siècle de notre ère, le mode de diffusion de ses œuvres et les différents publics concernés, intellectuels ou populaires. À cause du rôle exceptionnel joué par la création littéraire au début de l'Empire, se développent à Rome des institutions originales comme les lectures publiques ou les grandes bibliothèques impériales. Production de l'imagination, le livre est en même temps bien de consommation, ce qui lui donne une place spécifique dans la société, puisqu'il doit répondre aussi bien à l'inspiration propre à chaque écrivain, aux goûts du public et aux impératifs commerciaux.";;"[{""library"": ""DROIT"", ""location"": ""SDR"", ""callnumber"": ""M30172""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""028 SAL""}]";0;11;"fonds pro";title
346520;LIVRE;"Dictionnaire des termes informatiques d'imprimerie et d'édition";"avec index anglais-français";"Michael Card";2-85206-682-3;9782852066823;1992;"Tec & doc-Lavoisier";"1 vol. (124 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 CAR""}]";0;11;"fonds pro";title
349065;LIVRE;"Le devenir numérique de l'édition";"du livre objet au livre droit";"Rapport au ministre de la Culture et de la Communication | [rédigé par] Bruno Patino";978-2-11-007349-5;9782110073495;2008;"La Documentation française";"1 volume (89 pages)";"""L'entrée dans l'ère numérique se produit plus tardivement pour le livre que pour d'autres industries culturelles. Pourtant, plusieurs secteurs de l'édition comme les livres professionnels, pratiques ou de référence, sont déjà largement dématérialisés. Et une accélération de ce processus, voire un soudain basculement dans l'univers numérique ne peuvent plus être exclus, avec bien sûr des effets considérables pour une activité aux équilibres précaires. Durant quatre mois, une commission présidée par Bruno Patino a invité auteurs, éditeurs, libraires, juristes, directeurs de bibliothèques, économistes et experts en technologies à envisager cette hypothèse. Le recensement des facteurs-clés du changement, la mesure des défis et l'analyse des modèles commerciaux a donc accompagné la recherche de mesures propres à éviter que le livre ne vive un bouleversement aussi fort que d'autres industries culturelles déjà soumises à la numérisation. En reprenant cette réflexion sur le devenir numérique de l'édition, le rapport de la commission rappelle combien l'enjeu est d'importance : faire que le livre demeure l'outil d'un échange ouvert sans exclusive dans un monde éditorial où la pluralité va de soi.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 DEV""}]";0;11;"fonds pro";title
349735;LIVRE;"Les images dans les bibliothèques";;"par Claude Collard, Isabelle Giannattasio et Michel Melot";2-7654-0577-8;9782765405771;1995;"Éd. du Cercle de la librairie";"1 volume (390 pages)";;;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025.34 COL""},{""library"": ""SCIEN"", ""location"": ""MAG"", ""callnumber"": ""025.2 COL""},{""library"": ""BIUTF"", ""location"": ""MAG"", ""callnumber"": ""020 COL""}]";0;11;"fonds pro";title
349765;LIVRE;"La fin des journaux et l'avenir de l'information";;"Bernard Poulet";978-2-07-012272-1;9782070122721;2009;Gallimard;"1 volume (217 pages)";;;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""070.4 POU""},{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""070.4 POU""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.4 POU""}]";0;11;"fonds pro";title
350569;LIVRE;"Guide de la coopération entre bibliothèques";;"sous la direction de Pascal Sanz";978-2-7654-0952-6;9782765409526;2008;"Éd. du Cercle de la librairie";"1 vol. (315 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.6 GUI""}]";0;11;"fonds pro";title
